,Date,User,Tweet
77,2022-05-05 10:55:32+00:00,radyopilipinas1,"TINGNAN I Independent presidential candidate Ping Lacson at vice presidential candidate Tito Sotto, nagsasagawa ng townhall meeting sa Brgy. Tamblon, Cagayan de Oro kasama sina senatorial candidates Dra Minguita Padilla at dating DA Secretary Manny Piñol. I via Nimfa Asuncion https://t.co/NurqnTo4XN"
78,2022-05-05 10:26:57+00:00,yshynay,"@1rixia tito sotto for vp di ba, dun sa may pasayyy"
79,2022-05-05 10:25:01+00:00,wigaile,"nganong tito sotto man ni akong lola uy😭

sige lang ako man mag assist during election sa iyaha 😂"
80,2022-05-05 10:03:20+00:00,PhilippineStar,"Gordon made the statement after Ong and Dargani wrote Senate President Vicente ""Tito"" Sotto III to ask him to release them. The two are in detention for contempt of the Senate. https://t.co/PT44z8JRtR"
81,2022-05-05 09:49:38+00:00,cyrilchaves,"Dumalo ngayong hapon sina Sen. Ping Lacson, Sen. Tito Sotto at senatoriables Dr. Minguita Padilla at Manny Piñol sa Townhall meeting sa Brgy Tablon, Cagayan de Oro City. | via @cyrilchaves, @GMARTVNews/@gmanews 

#OneMindanao
#GMARegionalTV 
#Eleksyon2022 https://t.co/3Qcq2N9J2Q"
82,2022-05-05 09:47:39+00:00,YssaTiu,"Sa May 9 mag kakaalaman Wala sa survey Yan nasa actual na boto Ang eleksyon....
Ping Lacson for President
Tito Sotto for Vice President
#5 Lacson
#9 Sotto https://t.co/nEhy8NWHk8"
83,2022-05-05 09:41:45+00:00,PhilstarNews,"Gordon made the statement after Ong and Dargani wrote Senate President Vicente ""Tito"" Sotto III to ask him to release them. The two are in detention for contempt of the Senate.

https://t.co/2XLdn614Y5"
84,2022-05-05 08:12:15+00:00,BarristanKnight,"@mamitasen @VancouverEye di mananalo to
kay tito sotto nga hirap na HAHAHAHAHAHAHAGAHAGAHA"
85,2022-05-05 08:10:11+00:00,FeConstantino1,@vicegandako Opo kaya po ping lacson at tito sotto ang iboboto nman
86,2022-05-05 08:00:23+00:00,cyrilchaves,"Di umano nababahala at di naniniwala sina Presidential Candidate Sen. Ping Lacson at VP Candidate Sen. Tito Sotto sa mga lumalabas na “zero vote” sila sa Mindanao. Magkaka-alaman umano ngayong Mayo 9 kung gaano ba katotoo ang mga Surveys na lumalabas. | via @cyrilchaves, @gmanews https://t.co/RYJl98YQVJ"
